Job Title,Company,Location,Description,Apply Link
Senior Full Stack Developer LTS,Milk Moovement,"Toronto, Ontario","ABOUT THE COMPANY Milk Moovement is building a world-class team focused on getting the right milk to the right place at the right time. Our growing herd of employees is driven to provide our clients with the data they need to make critical decisions that impact their operations and ultimately your favourite dairy products. Who is Milk Moovement you might ask? We are a young VC-backed company with humble roots and massive ambitions to disrupt the dairy supply chain. We think differently, act nimbly, and always leave things better than we found them. We're expanding our team to further our mission. Find us out on Twitter, Instagram, LinkedIn (@milkmoovement), and our home page to learn more or hit âapplyâ below! Please note, we are only accepting applications from within Canada at this time. \n \n $120,000 - $150,000 a year THE JOB Milk Moovement is seeking a Senior Full Stack Developer to join our LTS (Logistics Transportation & Scheduling) team to enhance and maintain our enterprise SaaS applications that are revolutionizing the dairy supply chain. Our primary customers are farmer-owned co-ops. We help our customers schedule and monitor the pickup and delivery of milk from member farms to dairy processing plants as well as plant-to-plant loads. The Milk Moovement portal provides real-time visibility into the status of milk loads whether on the road or at the plant presently being pumped off. The LTS team is responsible for the software, data, and infrastructure that supports our customer's supply chain management needs so that the right milk gets to the right place at the right time. Here are some examples of things you will do: â¢ Operate as a key member of the team focussed on building new back end services and web applications for our logistics systems and mobile applications â¢ Generate unit and integration testing on all code to ensure accuracy and efficiency â¢ Create and review scalable designs in collaboration with your Team Lead and stakeholders â¢ Participate in code reviews for peers WHAT WE ARE LOOKING FOR Milk Moovement seeks to have a diverse, inclusive, team-oriented, and curiosity-driven herd. Our technical team lives to find unique solutions to the challenges inherent to digital supply chains, and we expect you will be excited to do so as well. You must have prior full-stack development experience with JavaScript/TypeScript, including expertise in React for the front end and Node.js for server-side applications (such as Express, NestJS, or Serverless), but experience working in the dairy industry is not required! We will teach you all there is to know about the industry beginning with our Dairy 101 course. It is definitely more complicated than you think and that is why we do what we do! Other experience you'll bring: â¢ At least 5+ years of experience in building modern, web-scale applications, but we are more interested in the how rather than the how long â¢ Experience with building backend systems using NodeJS Familiarity with Test driven development, modern design patterns and database ORMs â¢ Experience with both relational (e.g., PostgreSQL, MySQL) and non-relational databases (e.g., MongoDB, DynamoDB). â¢ Experience in deploying and troubleshooting in a production, cloud-based environments (i.e. AWS, Azure, GCP) Nice to haves: â¢ Experience with React Native or NextJS â¢ Experience in Infrastructure as Code (IAC) â¢ Experience in building algorithms and leveraging machine learning (a major advantage) \n WHAT WE OFFER ð® Competitive salaries - we're constantly reevaluating market trends to ensure we meet or exceed industry standards. ð® Equity - Stock option plan on a standard 4 year vesting schedule with a 1 year cliff. ð® Unlimited paid vacation and flex time - unlimited vacation can be vague and difficult to track; we strongly encourage everyone to take at least 2 weeks off per year plus public holidays. The rest is up to you. ð® Health (mental & physical), dental, & HSA coverage across North America. ð® Remote work environment - work from home or from one of our hubs in Halifax and St. John's. ð® Flexible hours - night owl or early riser? No problem. ð® Tools - need the latest and great software to perform more efficiently? Ask and you shall receive. ð® Quarterly culture events - trivia, robot building, hackathons, etc. We like to keep it fresh and exciting. ABOUT OUR CULTURE ð¥ We'll drop everything to ensure our customers feel supported. ð¥ Transparency is ingrained in everything we do. ð¥ Respect is paramount. ð¥ We win and lose as a herd - lessons learned are equally as important as the wins. ð¥ We're all in this together - our company wide thirst for knowledge is unquenchable. ð¥ Want to learn a bit more about what makes us moo-nique? Check out our About Us page for company mission, purpose, and values. ð¥ Did we mention we love puns?! HOW TO APPLY To apply, please submit your resume through our Careers page. Don't forget to complete our Get To Know The Candidate form; we love hearing what your favourite dairy products are! We always conduct remote interviews to ensure accessibility. This role offers flexibility based on your location and work preferences, and we'll collaborate closely with you because we recognize that each individual has unique circumstances. Don't meet every single requirement? Studies have shown that women and individuals from diverse backgrounds may hesitate to apply for positions unless they meet nearly every qualification. At Milk Moovement, we are deeply committed to enhancing our approach to creating a diverse, inclusive, and value driven workplace. If you're excited about this role but your past experiences don't align perfectly with our job description, we encourage you to apply anyway. You may well be the right candidate for this role or others! Milk Moovement is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status. Milk Moovement is committed to providing reasonable accommodations for individuals with disabilities during the application and interview process. If you require an accommodation, please notify your Recruiter. Please mention the word **ATTRACTIVE** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-senior-full-stack-developer-lts-milk-moovement-938633
Senior Software Engineer,Aurora Labs,Remote,"About Us Aurora Labs is the development company behind Auroraâthe EVM blockchain that runs on the NEAR Protocol. We are also the developers of, and integration partner behind, Aurora Cloudâa suite of products that allow Web2 companies to capture the value of Web3. We invite you to be a part of our team of smart, professional, result-oriented and fun individuals. Join us to help ensure that our background processes run smoothly while we are striving to become the best in the industry. About the Position We're looking for a Senior Front End Software Engineer to contribute to the improvement and maintenance of the innovative DApps in the NEAR ecosystem. Someone who wants to work in a fast-paced start-up and is motivated at the prospect of building something new from the ground up, gets engaged at an early stage of projects. This position is focused on building a blazing-fast frontend and an SDK for a cross-chain DEX utilizing multi-party computation, chain signatures, secure enclaves and intent-based architecture. Our goal is to bridge the gaps between EVM and non-EVM chains so a deep understanding of web3 technologies is required. You will work closely with the Protocol team, designers, QA and external partners to provide the best possible user and developer experience. You will bridge the gap between business requirements and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works. Your responsibilities include: - Ensuring that precise financial instruments are easy to use and to understand. - Optimizing every millisecond of user interactions. - Implementing deep tracing and observability of user flows. - Creating the best SDK for other DApps to use. - Designing, testing and implementing the most resilient state machines for managing RFQs. Here are some of the technologies we work with: - Typescript. - React. -Next.js. - Xstate. - Wagmi. - DatoCMS. - React Native. Must have: - 5+ years of experience as a software engineer, with a proven track record of shipping products. - Strong sense for design and UI/UX. - Ability to code with multiple target form factors (mobile, tablet, desktop) in mind. - Experience in building functional and effective platforms. - Strong attention to detail, ensuring clean, organized, and maintainable code. - The ability to effectively collaborate with coworkers across multiple time zones. - Familiarity with cryptocurrency and blockchain technologies. - A Bachelor's degree in Computer Science, or a closely related field. Our Values - Execute extreme ownership. - Strive for excellence. - Embrace authenticity. - Promote merit. - Get shit done. \n \n Join our dedicated team of blockchain industry professionals. Please apply today â we're standing by for your resume! In applying at this job, I confirm and acknowledge that I read and understood the Privacy Notice published at https://auroralabs.dev/privacy . Please mention the word **AMELIORATE** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-senior-software-engineer-aurora-labs-936979
Golang Developer,Semrush,,"Remote - We are Semrush, a global IT company developing our own productâa platform for digital marketers. New stars are born here, so don't miss your chance.This is our Golang Developer (Ninja Team) role for those who want to turn ideas into reality using code, algorithms... Please mention the word **GAILY** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-golang-developer-semrush-933802
Product Designer,Twingate,Remote US,"The Twingate Design team focuses on crafting experiences that balance user empathy with business objectives as technical product, guiding thoughtful design decisions. We work in close collaboration with cross-functional partners fostering strong, interdisciplinary teamwork to refine and iterate on our solutions rapidly. As a Product Designer at Twingate, you'll have the autonomy to shape the experience across our browser-based, mobile, and desktop security platforms. Your goal will be to ensure these platforms are intuitive, effective, and user-friendly. You'll collaborate closely with product managers, research design partners, and frontend and backend engineers to support various aspects of our product. The ideal candidate is curious, adept at navigating ambiguity, understands trade-offs to meet deadlines, and prioritizes building customer-centric experiences. Twingate is backed by leading investors such as BOND, WndrCo, 8VC, Green Bay Ventures, SignalFire, and Dropbox founders Drew Houston and Arash Ferdowsi. Our investors share our belief that in a world where workforces are becoming increasingly distributed, it is critical to be able to effectively secure access to apps, data, and environments. As part of our company culture, our belief in putting the customer first permeates our thinking in everything from our customer communications to the design process behind the product itself. If you take pride in creating experiences with the customer firmly at the center of the picture, we'd love to work with you. \n What We're Looking For 3-7+ years experience as a product designer testing, prototyping, and shipping digital products Fluency with Figma and other essential digital work and prototyping tools like Protopie, Play, etc Ability to craft end-to-end flows that account for edge cases Strong foundation in user-centered design principles Understanding of common interaction patterns across a variety of platforms Strong written and verbal communication skills Curiosity to learn and tolerance with ambiguity What You'll Do Simplify complex business problems with design solutions Work across the business stack at various stages and present solutions with our customer, business goals, and resources in mind Partner, effectively collaborate, and communicate across product, engineering, and operations on product problems Engage with our customers & design partners to research, test workflows and hypotheses Contribute towards building our design systems to scale design bandwidth (this includes reusable components, iconography, and type systems) Maintain a high bar of design standard and execution Bonus Experience working on B2B products or security products Experience building 0 to 1 Frontend experience Benefits & Perks Virtual-first working model coupled with in-person events Benefits - Medical (PPO, HMO, HDHP), dental and vision insurance - employees covered 100% Basic Life, AD&D and disability insurance Flexible Spending Accounts Healthcare, Dependent Care and Commuter Health Savings Account Flexible Paid Time Off Paid Holidays (14 days), Sick Leave (10 days), Paid Parental Leave (6 weeks), Maternity Leave (12 weeks FMLA) Retirement Wellness - family and parenting support, remote physical therapy, mental health support, and more What We Value High Agency: We own the problem and don't think in silos. âNot my jobâ is not an acceptable excuse if something is not working. Figure out what's wrong and take initiative to solve the problem. Speak up. Company success is everyone's job. Deliver Customer Value: Company success follows customer success (not the other way around). Everything we do starts and ends with delivering value to our customers. Continuous Improvement: Making small improvements consistently is preferred to aiming for big leaps. We embrace that we may not get it right the first time, so we learn by doing, making mistakes, and course correcting constantly. 1% better every day is how we accomplish great things over time. Go Find Out: We seek a deeper understanding beyond the surface, and get our hands dirty with ground truth data (no matter the seniority). We know anecdotes can be more powerful than aggregate stats because they can reveal hidden truths. Always be learning. Startup DNA: We operate at a higher clock speed and believe small committed teams can make the impossible possible. We embrace that great results only come with great effort, and we lift each other to achieve more than we could achieve alone. \n $145,000 - $160,000 a year Equity: Yes \n Twingate embraces diversity. We are proud to be an equal opportunity workplace and do not discriminate on the basis of sex, race, color, age, pregnancy, sexual orientation, gender identity or expression, religion, national origin, ancestry, citizenship, marital status, military or veteran status, genetic information, disability status, or any other characteristic protected by federal, provincial, state, or local law. Twingate is committed to working with and providing reasonable accommodation to individuals with disabilities. If you would like to request a reasonable accommodation for a medical condition or disability during any part of the application process, please contact: people@twingate.com. Please mention the word **COMPASSIONATE** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-product-designer-twingate-987176
Senior Python Developer,InvestSuite,,"About us InvestSuite is a fast-growing global B2B embedded InvestTech provider. We help financial institutions realise their digital wealth transformation journey and create the most delightful investing experiences for their customers. We have 15 nationalities building our ""international DNA"" and clients on 4 continents. We are a place where bankers, creative designers, imagineers, mathematicians, computer & behavioral scientists meet. We are builders and growers, obsessed with innovation and the construction of exciting products that benefit our clients' clients. We are excited to work at the crossroads of investing, economics, deep science (AI & machine learning), finance, design and the digital world. Can there be anything more challenging? Who are we looking for We're looking for an experienced Python developer who loves to build innovative and high-quality products. As part of a senior and highly committed team you will use Python's latest patterns and libraries such as FastAPI to build core backend services for our products. You will come into contact with infrastructure such as Kafka and Kubernetes, expose your services as OpenAPI 3.0 services, and you will work in an environment where quality comes first enforced by automated continuous deployment procedures. Consumers of your services are both mobile apps and web apps managed by InvestSuite as well as 3rd party services and applications. The first consumer using your service will be a Javascript-based console (written in React) for wealth managers to manage and improve their customer's investment portfolios. Main responsibilities Deploy applications that meet our customer's highest demands in terms of performance, availability and security Design and implement clean and scalable public and internal services Promote practices that improve development velocity and quality of life for the whole team. Identify, track, solution, and plan Python technical debt. Target profile & traits Highly driven and committed - you deliver high-quality products within deadlines Solution-minded - you avoid politics & find effective ways to get the job done Direct and open - you are always willing to share and speak your mind Smart and creative - you find creative ways to get things done & accomplish goals Customer centric - you seek to delight customers/users with all your work Quality-minded - you deliver top quality & expect the same from others Naturally curious - you crave new knowledge & best practices about your field Required skills & experience Masters degree in Computer Science, Computer Engineering, or similar field - or equivalent professional experience At least 4 years of Python experience (not counting education) Knowledge about / experience with: FastAPI Pydantic Pandas, Numpy, Jupyter pre-commit (the Python tool, not the git hook) type annotations in Python including checks with mypy Poetry package manager English fluency - spoken & written Proactivity & problem solving skills. Proactive in solving risks and issues in a timely manner, or to re-prioritize on close collaboration with the product owner if required Experience with agile project approaches (Scrum) Other skills & experience we would love to see Knowledge & experience with reactive architecture, microservices and containerization technologies such as Docker Experience with various cloud environments: AWS, Azure & OpenStack Expertise in writing unit tests and end to end platform integration tests Experience with automated build, test and deploy pipelines Knowledge of cloud and serverless architectures as well as infrastructure as code Passion for technologies for distributed messaging such as Kafka, Akka Affinity with financial markets and wealth management Our offer Be part of a growing team of interdisciplinary experts in fields such as: math, software engineering, AI, data science, design and UX. Join us and enjoy: An international environment: We have office in Leuven and are present in many countries in EU but also other continents. Attractive remuneration: We offer a competitive salary. Self-development: We actively encourage you to join conferences and trainings to improve your knowledge and widen your network. Equal opportunity: All qualified applicants will receive consideration for employment without regard to age, race, religion, sex, gender identity or expression. Please mention the word **CHERISHED** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-senior-python-developer-investsuite-986882
Solidity Engineer,Nexus Mutual,Remote job,"Nexus Mutual is an on-chain risk marketplace operated by and for members. Our mission is to build an ecosystem in which anyone can protect anyone else by sharing risk. The mutual launched in 2019 and has become the leading coverage provider within the DeFi ecosystem with more than $7.3m in claims have been paid to date. The protocol provides a decentralized, transparent alternative to traditional insurance companies. The economic incentives within the mutual solve the centralized insurance industry's core problem: the principal-agent problem. What we are looking for We are looking for a Smart Contract Engineer who can help us build the premier on-chain risk marketplace for DeFi, CeFi and beyond. You can learn more about us here: Twitter , Discord , Github . Someone who can write and deploy complex smart contract logic, a team player that will work alongside our group on designing and implementing product functionalities, and the core mechanisms that power Nexus. Our team is working with web3 technologies across the stack. The ideal person is someone who can work both independently and as part of a team, has a good understanding of Web3 primitives, is passionate about building scalable applications, and highly curious about DeFi and Crypto. App layer: React.js, Redux, ReduxSaga, Reselect, GraphQL, Node.js, TypeScript, AssemblyScript, MongoDB Web3: Solidity, OpenZeppelin, Chainlink oracles, Hardhat, Mocha, Chai, Tenderly, IPFS, The Graph, Ethers.js, Web3-onboard.js Infrastructure: AWS, CircleCI, Coveralls, Kibana, Grafana, Prometheus Areas you'll contribute to Writing and compiling Solidity Smart Contracts, including quirks and edge cases Ethereum testnets and contract deployment scripts Integrate with and fetch data from Oracles and The Graph Assuring blockchain and web-client integration Containerization of backend services 1 year of Solidity development experience and experience with some of our tech stack, like Hardhat, Node.js, Typescript, Ethers.JS, Node.JS, IPFS. Understanding of The Graph, Oracles, and the broader web3 tech stack Knowledge of common smart contract development design patterns, industry standards (ERCs and EIPs), and best practices. Understand typical smart contract problems like reentrancy, migrations, and upgradeability of immutable systems. Over 3 years of backend engineering and proficiency in languages like C++, Python, JavaScript, Typescript, C# or Core Java Obsession with clean and secure code and a tendency to test your own work You will stand out if You have expertise or interest in tokenomics, game theory, L2s, and DeFi protocols You are self-motivated and eager to keep up with the fast pace of a small, remote startup team. You have a low-ego attitude are willing to learn, grow and have product ownership. You have an understanding of layer 2 protocols, bridges and blockchain interoperability About us We are a small and dynamic team, passion for our work describes and sets the tone for everything that we do. We are a fully remote organisation that strives to pave the way for the future of insurance Our compensation package is comprised of a competitive fixed (fiat component) plus a generous token allocation Why are we doing this? The concept of insurance comes from communities in the past that pooled their resources to protect each other from the risks they all faced. It works better the more people are in the pool as the numbers become more reliable . But this method isn't scalable because it is a trust-based system and the network of individuals trusted by everyone in the pool only extends so far . Hence traditional insurance companies emerged. When Ethereum and smart contracts came along we realized we could apply our insurance industry knowledge to our passion for decentralised technology. We realized we could build a mutual on a platform where individuals only need to trust the system, not everyone in it. Specifically, we could see a solution to the problem of agencyâwhere an insurer looks after customers' money on their behalf. We also saw the opportunity to make significant cost savings compared to the traditional insurance model. As we're already in the UK, we have the perfect base to build out this concept due to the existing law around mutuality. The aim is to provide our members with more simple, transparent, accessible, and affordable financial protection against their risks. More info here ð https://nexusmutual.gitbook.io/docs/welcome/faq/nexus-mutual-the-basics Please mention the word **ROCKSTAR** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-solidity-engineer-nexus-mutual-985278
Backend Engineer,HackerRank,,"At HackerRank, we help over 2,500 of the most prestigious logos across industries find, hire and upskill amazing developer talent using our SaaS-based Developer Skills Platform. We pioneered and continue to lead the developer skills market. At HackerRank, we are passionate about our mission to "" Change the world to value skills over pedigree . This position is Full-Time and Remote within India. You will be working on: As a backend engineer, you will be expected to execute and deliver large and complex projects end-to-end, with or without the involvement of other team members. Ensuring timely delivery of all product deliverables. Play a key role in technical discussions within the team and be the go-to person for the team for guidance and troubleshooting. Understand key Business and Engineering metrics around performance, quality, and availability and regularly work with the team to push the boundaries and improve them periodically. Proactively participate in code reviews and architecture and design discussions Mentoring junior engineers and setting best practices for coding, code reviews, etc. Help the organization build a top-quality team by participating in hiring initiatives and evangelizing about contributions, accomplishments, and victories. We are looking for: Strong and self-motivated individuals, should be able to drive decisions independently. Solid experience in building web-based products. Overall of 2+ years of expertise in at least one dynamic programming language and one MVC web framework, preferably Ruby on Rails. Expertise in Database modeling, preferably relational DB, spotting DB bottlenecks, and writing optimized DB queries. Expertise in all standard Cloud technologies, preferably AWS. Knowledge of CI/CD tools and workflows. Proven track record in building highly-available and scalable distributed systems. Willingness to play and explore new technologies, be a Subject Matter Expert, and support them. Someone who believes in minor incremental improvements and is passionate about refactoring. A keen eye for quality about following and establishing good coding practices and improving code coverage. Good stakeholder management and ability to build trust and rapport with internal and external stakeholders. Nice to have: Experience in at least one Frontend framework, preferably React.js It is good to have Knowledge of Kubernetes and Docker and related deployment technologies Web application security best practices and knowledge of common application security vulnerabilities XSS, SQL injection, etc Benefits & Perks: We have a full package of competitive benefits and perks, which include: One-time home office set up stipend Monthly Remote Work Enablement Stipend Professional Development Reimbursement Wellbeing Benefits (Headspace, etc) Flexible paid time off, paid leave for new parents, and flexible work hours Insurance for all employees (term life, personal accident, medical) along with medical insurance for their dependents Employee stock options About HackerRank: HackerRank is a Y Combinator alumnus backed by tier-one Silicon Valley VCs with total funding of over $100 million. The HackerRank Developer Skills Platform is the standard for assessing developer skills for 2,500+ companies across industries and 23M+ developers worldwide. Companies like LinkedIn, Stripe, and Peloton rely on HackerRank to objectively evaluate skills against millions of developers at every hiring process, allowing teams to hire the best and reduce engineering time. Developers rely on HackerRank to turn their skills into great jobs. We're data-driven givers who take full ownership of our work and love delighting our customers! HackerRank is a proud equal employment opportunity and affirmative action employer. We provide equal opportunity to everyone for employment based on individual performance and qualification. We never discriminate based on race, religion, national origin, gender identity or expression, sexual orientation, age, marital, veteran, or disability status. All your information will be kept confidential according to EEO guidelines. Notice to prospective HackerRank job applicants: We've noticed fake accounts posing as HackerRank Recruiters on Linkedin and through text. These imposters trick you into paying them for jobs/providing credit check information. Here's how to spot the real deal: Our Recruiters use @hackerrank.com email addresses. We never ask for payment or credit check information to apply, interview, or work here. Thanks for your interest in HackerRank! Please mention the word **SWIFT** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-backend-engineer-hackerrank-980565
Senior Software Engineer Backend,Fullstory,,Remote - This role can be performed remotely anywhere within the United States.Fullstory's mission is to help teams create amazing online experiences for their users. We do this by applying deep expertise in distributed systems and computer science to build an ambitiously h... Please mention the word **AFFABLY** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-backend-fullstory-980222
Backend Engineer,MadHive,"Remote, Guatemala","Madhive is the leading tech company engineered for modern TV advertising. Advertisers seamlessly customize and automate the OTT buying process into an operating system with our self-service platform. Powered by our industry-leading bidder and device graph that processes 260 billion available ad opportunities per day, we deliver precise, brand-safe, audience connections efficiently at scale. We are seeking a Backend Software Engineer to join one of our cross-functional Agile development teams. You will work closely with team members to deliver high-quality, scalable, enterprise-level software systems. In addition, you will get to collaborate with other engineers and be a champion for software development excellence. To be successful, you will need a strong sense of ownership, passion for software development, and the desire to work at the cutting edge of technology. What you'll do: Develop software solving complex problems with simple solutions. Be an active contributor to writing clean, maintainable code and adherence to coding standards and best practices. Optimize systems for performance, reliability, scalability, and efficiency. Debug and troubleshoot issues in production systems. Conduct code reviews to ensure code quality. Work directly with other engineers to deliver results Collaborate effectively with product managers, designers, and other stakeholders to ensure alignment with business goals. Communicate technical concepts and decisions to non-technical team members and executives. Contribute to continuous improvement of team processes and practices. Who you are: Bachelor's or Master's degree in Computer Science, Engineering, or a related field, or equivalent work experience Minimum of 2+ years of experience with backend or full stack software engineering Proficient in at least one modern programming language (for example Go, C#, Java, Kotlin, Rust, etc.) Experience delivering SaaS software Knowledge of software design patterns Experience with API development, including REST or gRPC Knowledge of secure development principles Experience with SQL or NoSQL databases Strong problem-solving and debugging skills Excellent communication skills and teamwork abilities Bonus points for: Golang experience GCP experience Adtech experience We are Madhive We empower our clients to create enduring relationships with consumers through maximum-fidelity, TV-first technology that elevates media, embodies relentless innovation, and ensures unrivaled revenue acceleration. Madhive is a dynamic, diverse, innovative, and friendly place to work. We embrace our differences and believe they fuel our creativity. We come from varied backgrounds and think that's important. Whether it's taking ideas from previous lives and applying them in different ways or creating something completely new, we are all trail-blazing team players who think big and want to make an impact. We are committed to cultivating a culture of inclusion and collaboration. We welcome diversity in education, culture, opinions, race, ethnicity, gender identity, veteran status, religion, disability, sexual orientation, and beliefs. Please be advised that we will NOT be using third-party recruiting agencies for this search. Please mention the word **DILIGENTLY** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-backend-engineer-madhive-980894
Senior Full Stack Engineer,Kalepa,"Warsaw, Masovian Voivodeship, Poland","Salary range: $108k - $156k Equity range: 0.01% - 0.15% What we are looking for: We are looking for smart programmers who love to code, seek challenging problems and appreciate recognition for excellent work. As a core engineer you will step into a greenfield opportunity where your efforts will have a massive impact. You will be working on cutting edge tech including NLP, firmographic data, entity resolution and much more. In this role you will work to solve interesting problems at the intersection of large and performant data pipelines, distributed systems, machine learning models, and robust infrastructure. You will be collaborating with a global team of full-stack, data, ML, and DevOps engineers who are considered polyglots flexing their ability to adapt as we scale. You'll be right at home if you: Have a minimum of 5+ years of relevant software engineering experience. Have excellent development skills including design, debugging and problem solving. Enjoy building front end components including end to end design/architecture. You have experience in a modern FE framework - Preferably React/Redux. You have experience in backend development and API Design. You possess a bachelors or master's degree in computer science or a related field. We primarily use Python3 however are open to seeing your code in other OO languages (Java, C++, C#, etc). Experience with AWS as we work with serverless technologies and asynchronous workflow. Have worked with relational databases with a preference for PostgreSQL Have worked with some of the following tools: Docker, Git, GitHub, Flask, NumPy,Pandas. What you'll get: Competitive salary (based on experience level). Significant equity options package. Work with an ambitious, smart, global, and fun team to transform a $1T global industry. 20 days of PTO a year. Global team offsites. Phone reimbursement. Gym reimbursment. Student stipend. Please mention the word **COVENANT** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-senior-full-stack-engineer-kalepa-978217
Principal Software Engineer ML,Relyance AI,"Vancouver, British Columbia, Canada","As Relyance AI's Principal Software Engineer, ML, you will strategize, drive, and execute on the initiatives in NLP for information extraction from legal documents, ML/NLP for information extraction from code and general ML in code analysis, as well as overall AI backend initiatives. You will partner with cross-functional stakeholders to design and build flexible, powerful, and robust features that scale the impact of AI for our customers. You will work with Large Language Models like GPT-4 and LLaMA 2, as well as models of the scale of T5 or BERT. You will create novel model architectures and ML/NLP techniques, build data curation and model training workflows, and perform error analysis to drive feature development. As a senior engineer, you will be a core member of the team building a system with complex data and nature of predictions that rapidly evolve over time. You will need to pay close attention to detail, anticipate and welcome constant change, maintain a forward-thinking outlook, all while being fast and scrappy to address present needs. As a Principal Software Engineer - ML, your role will include: Strategy: using your experience and understanding of how ML and NLP features are built to achieve state of the art results in real products, you will generate data-driven insights on how to evolve capabilities of Relyance AI. Execution: create practical ML and NLP solutions, making customer-centric prioritization decisions to balance between immediate impact and long-term bets; partner, align, and collaborate with other engineering teams to implement features end to end, in particular throughout data engineering systems such as Airflow, VertexAI, BigQuery, etc.; or the Relyance backend. Design: deeply understand how everything fits together; architect systems to balance scrappiness for the current needs with a forward-thinking outlook to incorporate state of the art NLP and ML techniques; continuously look for opportunities to automate and build tools to lower operational barriers. Being a key member of the team solving its most complex problems with the simple, pragmatic solutions. This role could be a fit for you if you bring : 7+ years of experience with a track record of being a key member of teams building ML and NLP solutions. Expert level proficiency in languages like Python, Java, C#, C++, Scala, etc. Strong data structures, algorithms, and OO software design and implementation skills. Ability to learn and operate across full stack, from ML and NLP systems, to cloud infrastructure, and AI backend. Experience as a creative and strategic thinker with mindset to build powerful, robust, and flexible solutions. A âget stuff doneâ attitude and enjoy being hands-on and working alongside the team to solve its most pressing problems in a fast-paced, collaborative environment. A track record of successfully influencing product direction through a strong perspective that motivates engineers to develop simple, pragmatic solutions to complex problems. Skills in communicating with clear and concise, active listening and empathy skills, and a respectful, collaborative approach that earns the trust of your peers. Bonus points for: Experience with Information Extraction, Semantic Parsing, practical application of LLMs Experience with a privacy technology Startup experience An advanced technical degree Working at Relyance AI: At Relyance AI, we create an unreasonably hospitable and data-driven culture. We prioritize exceeding customer, and each other's, expectations in every interaction. This means empowered team members solving problems proactively based on information, crafting personalized experiences, and radiating enthusiasm. Behind the scenes, trust and freedom allow team members to find creative solutions, while shared purpose and recognition fuel a spirit of greatness to truly wow customers and each other. We deconstruct failures to learn from them and take great pride in our successes; celebrating both. Relyance AI is proud to be an equal-opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. We are committed to fair and equitable compensation practices. We use data-driven pay practices with the goal of ensuring offerings are competitive to the market and our team members are being compensated correctly based on their roles, experience, and location. As such, the base salary pay range for this role is $180,000-$215,000 CAD. Please mention the word **UPGRADED** and tag RMTA1LjExMi45OS4yMTY= when applying to show you read the job post completely (#RMTA1LjExMi45OS4yMTY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-principal-software-engineer-ml-relyance-ai-977874
